<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BTSX.BTC/USD,60,20220102,170000,47310.6600000,47311.8000000,47079.7600000,47151.6700000,3
BTSX.BTC/USD,60,20220102,180000,47134.5200000,47204.1100000,47030.0500000,47131.8000000,1
BTSX.BTC/USD,60,20220102,190000,47117.7900000,47386.7400000,47088.8800000,47345.9200000,16
BTSX.BTC/USD,60,20220102,200000,47359.8600000,47890.0000000,47303.6800000,47828.8100000,17
BTSX.BTC/USD,60,20220102,210000,47823.7200000,47989.0000000,47332.4300000,47426.8800000,52
BTSX.BTC/USD,60,20220102,220000,47425.1000000,47425.1000000,46660.0000000,47068.6200000,60
BTSX.BTC/USD,60,20220102,230000,47058.9000000,47227.3100000,46827.6800000,46907.0800000,17
BTSX.BTC/USD,60,20220103,000000,46905.3700000,47060.6300000,46852.1200000,47020.8400000,5
BTSX.BTC/USD,60,20220103,010000,47009.8000000,47185.9700000,46946.8300000,47031.9400000,6
BTSX.BTC/USD,60,20220103,020000,47031.9400000,47399.0000000,47031.9400000,47278.7300000,14
BTSX.BTC/USD,60,20220103,030000,47278.7000000,47488.8300000,47278.7000000,47350.2200000,95
BTSX.BTC/USD,60,20220103,040000,47290.5500000,47291.1300000,47063.5100000,47076.9600000,6
BTSX.BTC/USD,60,20220103,050000,47060.0000000,47165.9300000,46975.7500000,47118.0000000,0
BTSX.BTC/USD,60,20220103,060000,47117.0300000,47121.7000000,46870.8700000,46999.1000000,8
BTSX.BTC/USD,60,20220103,070000,47010.3800000,47097.0900000,46725.6000000,46799.7200000,12
BTSX.BTC/USD,60,20220103,080000,46791.1300000,46934.4700000,46771.2200000,46834.7700000,1
